start_date,start_hour,start_minute,end_date,end_hour,end_minute,month,year,CATEGORY,START,STOP,MILES,PURPOSE,duration,speed,day,day_time
28-09-2016,17,21,28-09-2016,19,36,Sep,2016,Business,Islamabad,Unknown Location,32.99147,Temporary Site,135,14.662875555555555,Wednesday,Afternoon
29-09-2016,16,13,29-09-2016,18,47,Sep,2016,Business,Unknown Location,Islamabad,20.277684,Temporary Site,154,7.900396363636363,Thursday,Afternoon
30-09-2016,17,39,30-09-2016,20,20,Sep,2016,Business,Islamabad,Islamabad,60.672118000000005,Temporary Site,161,22.61072720496895,Friday,Afternoon
30-09-2016,20,59,30-09-2016,22,34,Sep,2016,Business,Islamabad,Unknown Location,26.875978,Temporary Site,95,16.974301894736843,Friday,Evening
03-10-2016,17,9,03-10-2016,17,12,Oct,2016,Business,Unknown Location,Islamabad,16.89807,Temporary Site,3,337.96139999999997,Monday,Afternoon
03-10-2016,18,17,03-10-2016,18,34,Oct,2016,Business,Islamabad,Islamabad,4.506151999999999,Temporary Site,17,15.904065882352938,Monday,Afternoon
03-10-2016,18,51,03-10-2016,19,1,Oct,2016,Business,Islamabad,Islamabad,2.5749440000000003,Temporary Site,10,15.449664000000002,Monday,Afternoon
03-10-2016,22,4,03-10-2016,22,33,Oct,2016,Business,Islamabad,Unknown Location,20.438617999999998,Temporary Site,29,42.28679586206896,Monday,Evening
04-10-2016,9,50,04-10-2016,10,52,Oct,2016,Business,Unknown Location,Unknown Location,46.027124,Temporary Site,62,44.54237806451613,Tuesday,Morning
04-10-2016,12,17,04-10-2016,12,18,Oct,2016,Business,Unknown Location,Unknown Location,24.301033999999998,Temporary Site,1,1458.0620399999998,Tuesday,Morning
06-10-2016,8,49,06-10-2016,11,36,Oct,2016,Business,Unknown Location,R?walpindi,28.807185999999998,Temporary Site,167,10.349887185628742,Thursday,Morning
06-10-2016,17,23,06-10-2016,17,40,Oct,2016,Business,R?walpindi,Unknown Location,181.211684,Temporary Site,17,639.5706494117646,Thursday,Afternoon
06-10-2016,18,37,06-10-2016,18,39,Oct,2016,Business,Unknown Location,Unknown Location,29.611855999999996,Temporary Site,2,888.3556799999999,Thursday,Afternoon
06-10-2016,19,46,06-10-2016,20,26,Oct,2016,Business,Unknown Location,Unknown Location,22.208892000000002,Temporary Site,40,33.31333800000001,Thursday,Evening
07-10-2016,10,56,07-10-2016,10,59,Oct,2016,Business,Unknown Location,Lahore,53.430088000000005,Temporary Site,3,1068.60176,Friday,Morning
07-10-2016,11,27,07-10-2016,11,50,Oct,2016,Business,Lahore,Lahore,4.184284,Temporary Site,23,10.915523478260868,Friday,Morning
07-10-2016,13,52,07-10-2016,14,8,Oct,2016,Business,Lahore,Unknown Location,9.334171999999999,Temporary Site,16,35.003144999999996,Friday,Afternoon
07-10-2016,14,29,07-10-2016,15,11,Oct,2016,Business,Unknown Location,Lahore,13.357522000000001,Temporary Site,42,19.082174285714288,Friday,Afternoon
07-10-2016,15,47,07-10-2016,16,2,Oct,2016,Business,Lahore,Lahore,3.8624159999999996,Temporary Site,15,15.449663999999999,Friday,Afternoon
07-10-2016,18,8,07-10-2016,18,27,Oct,2016,Business,Lahore,Lahore,4.9889540000000006,Temporary Site,19,15.754591578947371,Friday,Afternoon
07-10-2016,18,33,07-10-2016,19,1,Oct,2016,Business,Lahore,Lahore,9.816974,Temporary Site,28,21.036372857142858,Friday,Afternoon
08-10-2016,15,3,08-10-2016,15,3,Oct,2016,Business,Karachi,Karachi,5.793624,Temporary Site,0,inf,Saturday,Afternoon
08-10-2016,18,15,08-10-2016,18,18,Oct,2016,Business,Karachi,Unknown Location,12.87472,Temporary Site,3,257.4944,Saturday,Afternoon
09-10-2016,14,4,09-10-2016,14,23,Oct,2016,Business,Unknown Location,Unknown Location,12.391918,Temporary Site,19,39.13237263157895,Sunday,Afternoon
10-10-2016,17,22,10-10-2016,17,28,Oct,2016,Business,Islamabad,Islamabad,2.735878,Temporary Site,6,27.35878,Monday,Afternoon
10-10-2016,17,33,10-10-2016,18,13,Oct,2016,Business,Islamabad,Unknown Location,15.28873,Temporary Site,40,22.933095,Monday,Afternoon
11-10-2016,1,27,11-10-2016,2,8,Oct,2016,Business,Unknown Location,R?walpindi,27.519714,Meeting,41,40.27275219512195,Tuesday,Night
12-10-2016,19,18,12-10-2016,19,21,Oct,2016,Business,R?walpindi,Unknown Location,29.611855999999996,Meeting,3,592.2371199999999,Wednesday,Evening
13-10-2016,11,20,13-10-2016,11,58,Oct,2016,Business,Unknown Location,Islamabad,15.771532,Meeting,38,24.902418947368425,Thursday,Morning
13-10-2016,12,8,13-10-2016,12,14,Oct,2016,Business,Islamabad,Islamabad,1.60934,Meeting,6,16.0934,Thursday,Morning
13-10-2016,13,2,13-10-2016,13,2,Oct,2016,Business,Islamabad,Islamabad,1.1265379999999998,Meeting,0,inf,Thursday,Afternoon
13-10-2016,13,37,13-10-2016,13,46,Oct,2016,Business,Islamabad,Islamabad,3.7014819999999995,Meeting,9,24.676546666666663,Thursday,Afternoon
13-10-2016,16,8,13-10-2016,16,53,Oct,2016,Business,Islamabad,Unknown Location,17.541806,Meeting,45,23.38907466666667,Thursday,Afternoon
14-10-2016,8,50,14-10-2016,9,44,Oct,2016,Business,Unknown Location,R?walpindi,20.438617999999998,Meeting,54,22.709575555555553,Friday,Morning
14-10-2016,10,16,14-10-2016,10,52,Oct,2016,Business,R?walpindi,Unknown Location,19.955816000000002,Meeting,36,33.25969333333334,Friday,Morning
14-10-2016,15,56,14-10-2016,16,20,Oct,2016,Business,Unknown Location,Unknown Location,6.115492,Meeting,24,15.28873,Friday,Afternoon
15-10-2016,22,28,15-10-2016,22,48,Oct,2016,Business,Morrisville,Morrisville,9.977908000000001,Meeting,20,29.933724000000005,Saturday,Evening
16-10-2016,0,1,16-10-2016,0,14,Oct,2016,Business,Morrisville,Cary,4.9889540000000006,Meeting,13,23.02594153846154,Sunday,Night
16-10-2016,12,52,16-10-2016,13,11,Oct,2016,Business,Cary,Durham,16.89807,Meeting,19,53.36232631578948,Sunday,Morning
16-10-2016,14,40,16-10-2016,15,1,Oct,2016,Business,Durham,Morrisville,13.035654,Meeting,21,37.244725714285714,Sunday,Afternoon
16-10-2016,15,10,16-10-2016,15,19,Oct,2016,Business,Morrisville,Cary,4.9889540000000006,Meeting,9,33.25969333333334,Sunday,Afternoon
16-10-2016,19,27,16-10-2016,19,33,Oct,2016,Business,Whitebridge,Parkway,3.379614,Meeting,6,33.79614,Sunday,Evening
16-10-2016,20,30,16-10-2016,20,39,Oct,2016,Business,Cary,Morrisville,6.9201619999999995,Meeting,9,46.134413333333335,Sunday,Evening
16-10-2016,21,34,16-10-2016,21,41,Oct,2016,Business,Morrisville,Cary,4.02335,Meal/Entertain,7,34.48585714285714,Sunday,Evening
17-10-2016,15,19,17-10-2016,15,57,Oct,2016,Business,Cary,Raleigh,33.152404000000004,Meal/Entertain,38,52.34590105263159,Monday,Afternoon
17-10-2016,16,29,17-10-2016,17,11,Oct,2016,Business,Raleigh,Cary,28.324384000000002,Meal/Entertain,42,40.46340571428572,Monday,Afternoon
17-10-2016,18,2,17-10-2016,18,16,Oct,2016,Business,Cary,Apex,9.012303999999999,Meal/Entertain,14,38.624159999999996,Monday,Afternoon
17-10-2016,18,31,17-10-2016,18,45,Oct,2016,Business,Apex,Apex,5.310822,Meal/Entertain,14,22.760665714285715,Monday,Afternoon
17-10-2016,19,8,17-10-2016,19,25,Oct,2016,Business,Apex,Cary,8.529501999999999,Meal/Entertain,17,30.10412470588235,Monday,Evening
18-10-2016,8,12,18-10-2016,8,22,Oct,2016,Business,Whitebridge,Edgehill Farms,5.310822,Meal/Entertain,10,31.864932,Tuesday,Morning
18-10-2016,8,53,18-10-2016,9,2,Oct,2016,Business,Edgehill Farms,Whitebridge,5.310822,Meal/Entertain,9,35.405480000000004,Tuesday,Morning
18-10-2016,10,41,18-10-2016,11,9,Oct,2016,Business,Cary,Morrisville,12.713786,Temporary Site,28,27.243827142857143,Tuesday,Morning
18-10-2016,18,12,18-10-2016,18,33,Oct,2016,Business,Oakland,Emeryville,20.92142,Temporary Site,21,59.77548571428572,Tuesday,Afternoon
18-10-2016,19,3,18-10-2016,19,13,Oct,2016,Business,Emeryville,Berkeley,4.82802,Temporary Site,10,28.968120000000003,Tuesday,Evening
18-10-2016,20,31,18-10-2016,20,37,Oct,2016,Business,Berkeley,Emeryville,4.82802,Temporary Site,6,48.2802,Tuesday,Evening
19-10-2016,9,33,19-10-2016,9,47,Oct,2016,Business,Emeryville,Oakland,6.115492,Temporary Site,14,26.209251428571427,Wednesday,Morning
19-10-2016,9,54,19-10-2016,10,21,Oct,2016,Business,Oakland,San Francisco,15.28873,Temporary Site,27,33.97495555555555,Wednesday,Morning
19-10-2016,13,45,19-10-2016,13,56,Oct,2016,Business,SOMISSPO,French Quarter,2.735878,Temporary Site,11,14.92297090909091,Wednesday,Afternoon
19-10-2016,14,2,19-10-2016,14,31,Oct,2016,Business,San Francisco,Berkeley,17.380872,Temporary Site,29,35.96042482758621,Wednesday,Afternoon
19-10-2016,15,44,19-10-2016,16,2,Oct,2016,Business,West Berkeley,North Berkeley Hills,6.598293999999999,Temporary Site,18,21.99431333333333,Wednesday,Afternoon
19-10-2016,16,6,19-10-2016,16,19,Oct,2016,Business,North Berkeley Hills,Southside,3.5405480000000003,Temporary Site,13,16.34099076923077,Wednesday,Afternoon
19-10-2016,16,33,19-10-2016,17,1,Oct,2016,Business,Berkeley,Emeryville,7.402963999999999,Temporary Site,28,15.863494285714284,Wednesday,Afternoon
20-10-2016,11,26,20-10-2016,11,34,Oct,2016,Business,Emeryville,Berkeley,4.9889540000000006,Temporary Site,8,37.41715500000001,Thursday,Morning
20-10-2016,12,19,20-10-2016,13,17,Oct,2016,Business,Berkeley,San Jose,76.765518,Temporary Site,58,79.41260482758621,Thursday,Morning
20-10-2016,20,44,20-10-2016,21,37,Oct,2016,Business,San Jose,Emeryville,71.77656400000001,Temporary Site,53,81.25648754716983,Thursday,Evening
21-10-2016,10,6,21-10-2016,10,21,Oct,2016,Business,Emeryville,Oakland,21.243288,Temporary Site,15,84.973152,Friday,Morning
22-10-2016,0,54,22-10-2016,1,9,Oct,2016,Business,Morrisville,Cary,14.001257999999998,Temporary Site,15,56.00503199999999,Saturday,Night
22-10-2016,13,26,22-10-2016,14,3,Oct,2016,Business,Cary,Raleigh,27.680647999999998,Temporary Site,37,44.88753729729729,Saturday,Afternoon
22-10-2016,17,8,22-10-2016,17,55,Oct,2016,Business,Raleigh,Cary,22.53076,Temporary Site,47,28.76267234042553,Saturday,Afternoon
23-10-2016,9,24,23-10-2016,10,5,Oct,2016,Business,Cary,Raleigh,45.222454,Temporary Site,41,66.17920097560976,Sunday,Morning
23-10-2016,12,17,23-10-2016,12,59,Oct,2016,Business,Raleigh,Cary,45.383388,Temporary Site,42,64.83341142857142,Sunday,Morning
23-10-2016,19,4,23-10-2016,19,14,Oct,2016,Business,Cary,Morrisville,4.9889540000000006,Meal/Entertain,10,29.933724000000005,Sunday,Evening
23-10-2016,21,10,23-10-2016,21,25,Oct,2016,Business,Morrisville,Cary,4.9889540000000006,Customer Visit,15,19.955816000000002,Sunday,Evening
24-10-2016,14,57,24-10-2016,15,26,Oct,2016,Business,Cary,Durham,26.393175999999997,Customer Visit,29,54.606571034482755,Monday,Afternoon
24-10-2016,15,33,24-10-2016,16,13,Oct,2016,Business,Durham,Morrisville,24.783836,Customer Visit,40,37.175754000000005,Monday,Afternoon
24-10-2016,16,34,24-10-2016,16,41,Oct,2016,Business,Morrisville,Cary,3.5405480000000003,Customer Visit,7,30.34755428571429,Monday,Afternoon
25-10-2016,13,27,25-10-2016,14,8,Oct,2016,Business,Cary,Apex,18.024607999999997,Customer Visit,41,26.377475121951214,Tuesday,Afternoon
25-10-2016,15,4,25-10-2016,15,11,Oct,2016,Business,Apex,Eagle Rock,3.5405480000000003,Customer Visit,7,30.34755428571429,Tuesday,Afternoon
25-10-2016,15,16,25-10-2016,15,33,Oct,2016,Business,Eagle Rock,Cary,5.793624,Customer Visit,17,20.448084705882355,Tuesday,Afternoon
25-10-2016,20,0,25-10-2016,20,11,Oct,2016,Business,Whitebridge,Savon Height,5.793624,Meal/Entertain,11,31.601585454545457,Tuesday,Evening
25-10-2016,20,54,25-10-2016,21,3,Oct,2016,Business,Savon Height,Parkway,7.885766,Meal/Entertain,9,52.57177333333334,Tuesday,Evening
25-10-2016,22,24,25-10-2016,22,45,Oct,2016,Business,Parkway,Whitebridge,14.001257999999998,Errand/Supplies,21,40.003594285714286,Tuesday,Evening
26-10-2016,19,25,26-10-2016,19,31,Oct,2016,Business,Whitebridge,Parkway,3.379614,Meeting,6,33.79614,Wednesday,Evening
26-10-2016,20,53,26-10-2016,21,3,Oct,2016,Business,Parkway,Whitebridge,3.379614,Meeting,10,20.277684,Wednesday,Evening
27-10-2016,18,51,27-10-2016,19,16,Oct,2016,Business,Cary,Morrisville,13.518456,Meeting,25,32.4442944,Thursday,Afternoon
27-10-2016,19,20,27-10-2016,19,35,Oct,2016,Business,Morrisville,Morrisville,9.495106,Meeting,15,37.980424,Thursday,Evening
27-10-2016,19,52,27-10-2016,20,21,Oct,2016,Business,Huntington Woods,Huntington Woods,19.473014,Meeting,29,40.28899448275862,Thursday,Evening
27-10-2016,20,47,27-10-2016,20,54,Oct,2016,Business,Huntington Woods,Weston,6.276426,Meeting,7,53.797937142857144,Thursday,Evening
27-10-2016,21,26,27-10-2016,21,48,Oct,2016,Business,Morrisville,Cary,9.977908000000001,Meeting,22,27.21247636363637,Thursday,Evening
28-10-2016,11,34,28-10-2016,11,52,Oct,2016,Business,Cary,Durham,16.737136,Meeting,18,55.79045333333333,Friday,Morning
28-10-2016,13,6,28-10-2016,13,36,Oct,2016,Business,Durham,Cary,15.932466,Meeting,30,31.864932,Friday,Afternoon
28-10-2016,15,53,28-10-2016,17,59,Oct,2016,Business,Cary,Winston Salem,172.19938,Meeting,126,81.99970476190475,Friday,Afternoon
28-10-2016,18,13,28-10-2016,20,7,Oct,2016,Business,Winston Salem,Asheville,215.007824,Meeting,114,113.16201263157895,Friday,Afternoon
28-10-2016,20,13,28-10-2016,22,0,Oct,2016,Business,Asheville,Topton,147.737412,Meeting,107,82.84340859813084,Friday,Evening
29-10-2016,15,22,29-10-2016,17,5,Oct,2016,Business,Topton,Hayesville,65.500138,Meeting,103,38.155420194174766,Saturday,Afternoon
29-10-2016,17,13,29-10-2016,19,19,Oct,2016,Business,Hayesville,Topton,121.827038,Meeting,126,58.01287523809523,Saturday,Afternoon
30-10-2016,7,49,30-10-2016,8,30,Oct,2016,Business,Topton,Bryson City,47.958332,Meeting,41,70.18292487804878,Sunday,Morning
30-10-2016,9,7,30-10-2016,10,9,Oct,2016,Business,Bryson City,Bryson City,26.232242,Meeting,62,25.386040645161287,Sunday,Morning
30-10-2016,10,11,30-10-2016,10,38,Oct,2016,Business,Bryson City,Bryson City,10.46071,Meeting,27,23.246022222222223,Sunday,Morning
30-10-2016,10,51,30-10-2016,11,21,Oct,2016,Business,Bryson City,Bryson City,10.138842,Meeting,30,20.277684,Sunday,Morning
30-10-2016,12,24,30-10-2016,12,35,Oct,2016,Business,Bryson City,Almond,10.621644,Meeting,11,57.936240000000005,Sunday,Morning
30-10-2016,12,58,30-10-2016,13,18,Oct,2016,Business,Almond,Bryson City,24.461968,Meeting,20,73.385904,Sunday,Morning
30-10-2016,13,24,30-10-2016,14,37,Oct,2016,Business,Bryson City,Asheville,110.078856,Meeting,73,90.47577205479453,Sunday,Afternoon
30-10-2016,15,22,30-10-2016,18,23,Oct,2016,Business,Asheville,Mebane,315.269706,Meeting,181,104.50929480662982,Sunday,Afternoon
30-10-2016,18,26,30-10-2016,19,39,Oct,2016,Business,Mebane,Cary,72.742168,Meeting,73,59.78808328767124,Sunday,Afternoon
31-10-2016,18,11,31-10-2016,18,20,Oct,2016,Business,Cary,Morrisville,5.149888000000001,Meeting,9,34.33258666666667,Monday,Afternoon
31-10-2016,18,47,31-10-2016,19,16,Oct,2016,Business,Morrisville,Raleigh,16.576202000000002,Meeting,29,34.29559034482759,Monday,Afternoon
31-10-2016,20,18,31-10-2016,20,44,Oct,2016,Business,Raleigh,Cary,21.082354,Meeting,26,48.65158615384615,Monday,Evening
31-10-2016,21,45,31-10-2016,22,10,Oct,2016,Business,Savon Height,Whitebridge,15.449663999999999,Errand/Supplies,25,37.079193599999996,Monday,Evening
01-11-2016,11,50,01-11-2016,12,27,Nov,2016,Business,Cary,Durham,26.55411,Errand/Supplies,37,43.060718918918916,Tuesday,Morning
01-11-2016,16,29,01-11-2016,17,2,Nov,2016,Business,Durham,Cary,20.599552000000003,Errand/Supplies,33,37.45373090909091,Tuesday,Afternoon
01-11-2016,17,35,01-11-2016,17,42,Nov,2016,Business,Whitebridge,Whitebridge,1.9312079999999998,Errand/Supplies,7,16.553211428571426,Tuesday,Afternoon
01-11-2016,19,14,01-11-2016,19,20,Nov,2016,Business,Whitebridge,Whitebridge,1.60934,Errand/Supplies,6,16.0934,Tuesday,Evening
01-11-2016,19,59,01-11-2016,20,12,Nov,2016,Business,Whitebridge,Whitebridge,6.598293999999999,Errand/Supplies,13,30.45366461538461,Tuesday,Evening
01-11-2016,20,41,01-11-2016,20,55,Nov,2016,Business,Whitebridge,Whitebridge,6.759228,Meal/Entertain,14,28.96812,Tuesday,Evening
02-11-2016,15,10,02-11-2016,15,18,Nov,2016,Business,Whitebridge,Westpark Place,2.2530759999999996,Meal/Entertain,8,16.898069999999997,Wednesday,Afternoon
02-11-2016,15,45,02-11-2016,15,52,Nov,2016,Business,Westpark Place,Whitebridge,2.896812,Meal/Entertain,7,24.829817142857145,Wednesday,Afternoon
02-11-2016,16,46,02-11-2016,17,11,Nov,2016,Business,Cary,Morrisville,13.67939,Meeting,25,32.830535999999995,Wednesday,Afternoon
02-11-2016,17,34,02-11-2016,17,49,Nov,2016,Business,Morrisville,Morrisville,8.0467,Meeting,15,32.1868,Wednesday,Afternoon
02-11-2016,17,53,02-11-2016,18,0,Nov,2016,Business,Morrisville,Cary,6.115492,Meeting,7,52.418502857142855,Wednesday,Afternoon
03-11-2016,11,28,03-11-2016,11,34,Nov,2016,Business,Whitebridge,Hazelwood,4.02335,Meeting,6,40.23349999999999,Thursday,Morning
03-11-2016,12,43,03-11-2016,12,49,Nov,2016,Business,Hazelwood,Whitebridge,3.8624159999999996,Meeting,6,38.624159999999996,Thursday,Morning
03-11-2016,13,42,03-11-2016,13,47,Nov,2016,Business,Whitebridge,Westpark Place,2.2530759999999996,Meeting,5,27.036911999999997,Thursday,Afternoon
03-11-2016,14,13,03-11-2016,14,26,Nov,2016,Business,Westpark Place,Whitebridge,2.896812,Meeting,13,13.369901538461539,Thursday,Afternoon
03-11-2016,18,51,03-11-2016,19,8,Nov,2016,Business,Cary,Morrisville,4.9889540000000006,Meal/Entertain,17,17.608072941176474,Thursday,Afternoon
03-11-2016,22,46,03-11-2016,22,58,Nov,2016,Business,Morrisville,Cary,4.9889540000000006,Customer Visit,12,24.944770000000002,Thursday,Evening
04-11-2016,10,2,04-11-2016,10,18,Nov,2016,Business,Cary,Morrisville,12.713786,Temporary Site,16,47.6766975,Friday,Morning
04-11-2016,18,14,04-11-2016,18,21,Nov,2016,Business,San Jose,Santa Clara,6.115492,Temporary Site,7,52.418502857142855,Friday,Afternoon
04-11-2016,21,4,04-11-2016,21,20,Nov,2016,Business,Agnew,Cory,6.9201619999999995,Temporary Site,16,25.950607499999997,Friday,Evening
04-11-2016,22,12,04-11-2016,22,25,Nov,2016,Business,Cory,Agnew,6.276426,Temporary Site,13,28.96812,Friday,Evening
05-11-2016,8,34,05-11-2016,8,43,Nov,2016,Business,Agnew,Renaissance,3.5405480000000003,Temporary Site,9,23.603653333333337,Saturday,Morning
05-11-2016,17,29,05-11-2016,17,40,Nov,2016,Business,Renaissance,Agnew,4.506151999999999,Temporary Site,11,24.579010909090908,Saturday,Afternoon
05-11-2016,19,20,05-11-2016,19,28,Nov,2016,Business,Agnew,Agnew,3.5405480000000003,Temporary Site,8,26.55411,Saturday,Evening
06-11-2016,10,50,06-11-2016,11,4,Nov,2016,Business,Agnew,Renaissance,3.8624159999999996,Temporary Site,14,16.553211428571426,Sunday,Morning
06-11-2016,16,5,06-11-2016,16,22,Nov,2016,Business,Renaissance,Agnew,4.506151999999999,Meeting,17,15.904065882352938,Sunday,Afternoon
06-11-2016,16,27,06-11-2016,17,28,Nov,2016,Business,Santa Clara,Berkeley,70.650026,Customer Visit,61,69.49182885245902,Sunday,Afternoon
06-11-2016,19,4,06-11-2016,19,12,Nov,2016,Business,Downtown,West Berkeley,2.896812,Customer Visit,8,21.726090000000003,Sunday,Evening
06-11-2016,20,6,06-11-2016,20,21,Nov,2016,Business,West Berkeley,Central,5.310822,Customer Visit,15,21.243288,Sunday,Evening
07-11-2016,12,28,07-11-2016,12,57,Nov,2016,Business,Berkeley,San Francisco,18.990212,Between Offices,29,39.290093793103445,Monday,Morning
07-11-2016,19,17,07-11-2016,19,57,Nov,2016,Business,San Francisco,Berkeley,21.243288,Between Offices,40,31.864932,Monday,Evening
08-11-2016,10,29,08-11-2016,10,57,Nov,2016,Business,Berkeley,San Francisco,19.633948,Between Offices,28,42.072745714285716,Tuesday,Morning
08-11-2016,12,16,08-11-2016,12,49,Nov,2016,Business,San Francisco,Berkeley,18.185542,Meeting,33,33.06462181818182,Tuesday,Morning
08-11-2016,13,41,08-11-2016,14,1,Nov,2016,Business,Berkeley,Emeryville,5.793624,Meeting,20,17.380872000000004,Tuesday,Afternoon
08-11-2016,16,21,08-11-2016,16,34,Nov,2016,Business,Emeryville,Berkeley,4.82802,Meeting,13,22.283169230769232,Tuesday,Afternoon
09-11-2016,13,8,09-11-2016,13,41,Nov,2016,Business,Berkeley,San Francisco,18.346476,Meeting,33,33.35722909090909,Wednesday,Afternoon
09-11-2016,15,58,09-11-2016,16,4,Nov,2016,Business,NOMA,Downtown,1.448406,Meeting,6,14.48406,Wednesday,Afternoon
09-11-2016,17,31,09-11-2016,18,3,Nov,2016,Business,Downtown,Sunnyside,9.977908000000001,Meeting,32,18.708577500000004,Wednesday,Afternoon
09-11-2016,18,9,09-11-2016,18,14,Nov,2016,Business,Sunnyside,Ingleside,1.1265379999999998,Meeting,5,13.518455999999999,Wednesday,Afternoon
09-11-2016,18,21,09-11-2016,18,35,Nov,2016,Business,Ingleside,Potrero Flats,8.85137,Meeting,14,37.934442857142855,Wednesday,Afternoon
09-11-2016,18,40,09-11-2016,19,17,Nov,2016,Business,San Francisco,Oakland,20.438617999999998,Customer Visit,37,33.14370486486486,Wednesday,Afternoon
09-11-2016,20,52,09-11-2016,21,2,Nov,2016,Business,Oakland,Berkeley,4.184284,Customer Visit,10,25.105704,Wednesday,Evening
09-11-2016,21,56,09-11-2016,22,2,Nov,2016,Business,Central,Central,1.7702740000000001,Customer Visit,6,17.70274,Wednesday,Evening
10-11-2016,9,46,10-11-2016,10,15,Nov,2016,Business,Berkeley,San Francisco,20.277684,Temporary Site,29,41.95382896551724,Thursday,Morning
10-11-2016,10,20,10-11-2016,10,31,Nov,2016,Business,Tenderloin,SOMISSPO,1.9312079999999998,Temporary Site,11,10.533861818181817,Thursday,Morning
10-11-2016,14,57,10-11-2016,15,7,Nov,2016,Business,SOMISSPO,Tenderloin,1.7702740000000001,Temporary Site,10,10.621644000000002,Thursday,Afternoon
10-11-2016,15,17,10-11-2016,15,22,Nov,2016,Business,San Francisco,Oakland,15.932466,Temporary Site,5,191.189592,Thursday,Afternoon
10-11-2016,15,30,10-11-2016,15,53,Nov,2016,Business,Oakland,Berkeley,9.65604,Meeting,23,25.189669565217393,Thursday,Afternoon
10-11-2016,19,18,10-11-2016,19,21,Nov,2016,Business,West Berkeley,Central,1.2874720000000002,Meeting,3,25.749440000000003,Thursday,Evening
11-11-2016,9,35,11-11-2016,10,23,Nov,2016,Business,Berkeley,Menlo Park,73.868706,Customer Visit,48,92.3358825,Friday,Morning
11-11-2016,12,58,11-11-2016,13,13,Nov,2016,Business,Menlo Park,Palo Alto,6.43736,Customer Visit,15,25.74944,Friday,Morning
11-11-2016,14,20,11-11-2016,14,32,Nov,2016,Business,Palo Alto,Menlo Park,4.02335,Customer Visit,12,20.116749999999996,Friday,Afternoon
11-11-2016,14,39,11-11-2016,15,46,Nov,2016,Business,Menlo Park,Berkeley,58.901844000000004,Customer Visit,67,52.74792,Friday,Afternoon
11-11-2016,18,30,11-11-2016,18,43,Nov,2016,Business,Central,College Avenue,4.667085999999999,Customer Visit,13,21.54039692307692,Friday,Afternoon
11-11-2016,21,8,11-11-2016,21,18,Nov,2016,Business,College Avenue,Central,4.184284,Customer Visit,10,25.105704,Friday,Evening
12-11-2016,10,32,12-11-2016,10,52,Nov,2016,Business,Central,South,3.7014819999999995,Customer Visit,20,11.104446,Saturday,Morning
12-11-2016,10,55,12-11-2016,11,25,Nov,2016,Business,South,Downtown,10.299776000000001,Customer Visit,30,20.599552000000003,Saturday,Morning
12-11-2016,13,7,12-11-2016,13,15,Nov,2016,Business,Downtown,Central,2.2530759999999996,Customer Visit,8,16.898069999999997,Saturday,Afternoon
12-11-2016,13,46,12-11-2016,13,50,Nov,2016,Business,Central,West Berkeley,0.9656039999999999,Customer Visit,4,14.48406,Saturday,Afternoon
12-11-2016,14,22,12-11-2016,14,53,Nov,2016,Business,West Berkeley,South,9.495106,Meeting,31,18.37762451612903,Saturday,Afternoon
12-11-2016,15,14,12-11-2016,15,21,Nov,2016,Business,South,Southwest Berkeley,1.2874720000000002,Meeting,7,11.035474285714287,Saturday,Afternoon
12-11-2016,15,25,12-11-2016,15,36,Nov,2016,Business,Berkeley,Emeryville,2.092142,Meeting,11,11.411683636363637,Saturday,Afternoon
12-11-2016,15,40,12-11-2016,15,59,Nov,2016,Business,Emeryville,Berkeley,5.9545580000000005,Errand/Supplies,19,18.803867368421056,Saturday,Afternoon
13-11-2016,8,54,13-11-2016,9,2,Nov,2016,Business,Central,Central,3.7014819999999995,Errand/Supplies,8,27.761114999999997,Sunday,Morning
13-11-2016,9,27,13-11-2016,9,53,Nov,2016,Business,Central,Central,4.184284,Errand/Supplies,26,9.656039999999999,Sunday,Morning
13-11-2016,10,31,13-11-2016,10,37,Nov,2016,Business,Central,Southside,3.057746,Errand/Supplies,6,30.57746,Sunday,Morning
13-11-2016,11,4,13-11-2016,11,16,Nov,2016,Business,Southside,West Berkeley,3.379614,Errand/Supplies,12,16.89807,Sunday,Morning
13-11-2016,12,22,13-11-2016,12,51,Nov,2016,Business,West Berkeley,Southside,6.43736,Meeting,29,13.318675862068964,Sunday,Morning
13-11-2016,13,5,13-11-2016,13,11,Nov,2016,Business,Southside,South Berkeley,1.448406,Meeting,6,14.48406,Sunday,Afternoon
13-11-2016,13,14,13-11-2016,13,18,Nov,2016,Business,South Berkeley,Southside,1.448406,Meeting,4,21.726090000000003,Sunday,Afternoon
13-11-2016,14,35,13-11-2016,14,46,Nov,2016,Business,Southside,Central,3.8624159999999996,Meeting,11,21.067723636363635,Sunday,Afternoon
13-11-2016,15,14,13-11-2016,15,24,Nov,2016,Business,Central,Southside,3.057746,Meeting,10,18.346476,Sunday,Afternoon
13-11-2016,15,47,13-11-2016,15,59,Nov,2016,Business,Southside,Central,3.057746,Meeting,12,15.28873,Sunday,Afternoon
14-11-2016,11,24,14-11-2016,12,13,Nov,2016,Business,Berkeley,Mountain View,71.77656400000001,Customer Visit,49,87.88967020408164,Monday,Morning
14-11-2016,13,40,14-11-2016,14,33,Nov,2016,Business,Mountain View,Berkeley,70.167224,Customer Visit,53,79.43459320754718,Monday,Afternoon
